movieId,tagId,relevance
25,610,0.97725
25,640,0.97325
25,747,0.93525
26,912,0.99425
27,26,0.95325
27,203,0.90675
27,235,0.98475
27,412,0.97725
27,439,0.97625
27,1062,0.95775
27,1116,0.93675
28,3,0.9655
28,21,0.93375
28,22,0.98475
28,350,0.907
28,574,0.95475
28,606,0.922
28,774,0.90775
29,285,0.9415
29,287,0.9965
29,325,0.9275
29,326,0.96225
29,420,0.907
29,535,0.9815
29,974,0.905
29,982,0.9185
29,995,0.9885
29,996,0.939
29,1090,0.99125
29,1091,0.96225
29,1092,0.99275
29,1104,0.98425
30,212,0.9195
31,452,0.91925
31,1010,0.9505
32,192,0.9175
32,240,0.96425
32,242,0.9740000000000001
32,243,0.94825
32,336,0.9440000000000001
32,337,0.99875
32,349,0.92225
32,419,0.99625
32,420,0.96975
32,438,0.9065
32,468,0.95475
32,536,0.9420000000000001
32,554,0.91325
32,652,0.915
32,742,0.95925
32,803,0.9005000000000001
32,886,0.98225
32,887,0.93375
32,889,0.985
32,890,0.9655
32,1027,0.99625
32,1028,0.97475
32,1051,0.91775
34,61,0.9685
34,62,0.97625
34,204,0.9485
34,497,0.929
34,783,0.95675
34,1007,0.98725
36,107,0.9375
36,238,0.90825
36,268,0.9385
36,292,0.9740000000000001
36,293,0.98425
36,323,0.90325
36,465,0.919
36,601,0.92
36,747,0.95925
36,844,0.93825
38,278,0.939
38,279,0.93775
38,439,0.90625
38,922,0.981
38,1004,0.91725
39,94,0.90675
39,201,0.9565
39,439,0.98425
39,503,0.979
39,1013,0.9925
39,1014,0.9975
39,1015,0.96825
39,1016,0.94325
39,1017,0.9620000000000001
40,107,0.9525
40,898,0.957
40,939,0.9640000000000001
41,5,0.94075
41,350,0.94625
41,858,0.9535
41,912,0.99625
42,105,0.93425
42,268,0.90225
42,498,0.91975
42,1084,0.9129999999999999
43,3,0.9375
43,259,0.934
43,350,0.967
43,508,0.94325
43,564,0.9465
43,774,0.97075
43,858,0.965
44,19,0.9735
44,24,0.99175
44,94,0.9315
44,112,0.99925
44,245,0.97975
44,389,0.98925
44,390,0.96875
44,592,0.95425
44,631,0.997
44,1074,0.992
44,1075,0.99975
44,1077,0.9895
45,286,0.91125
45,289,0.97625
45,373,0.93425
45,627,0.90725
45,733,0.98425
46,201,0.91575
46,613,0.9595
46,1116,0.98725
47,267,0.9315
47,268,0.97075
47,285,0.9755
47,300,0.9775
47,312,0.90575
47,365,0.91225
47,465,0.968
47,468,0.97975
47,472,0.9325
47,473,0.94325
47,477,0.905
47,536,0.96875
47,558,0.94825
47,634,0.92225
47,682,0.95325
47,683,0.90825
47,797,0.98525
47,806,0.98
47,823,0.96225
47,824,0.91175
47,903,0.99375
47,972,0.92775
47,994,0.97525
47,999,0.9075
47,1000,0.965
47,1020,0.90725
47,1025,0.94625
47,1049,0.93675
47,1050,0.96575
47,1051,0.96675
47,1084,0.938
47,1085,0.93475
48,62,0.9075
48,64,0.9835
48,186,0.9655
48,309,0.922
48,310,0.9965
48,543,0.9785
48,693,0.9875
48,1007,0.93525
49,122,0.90775
49,599,0.96125
49,614,0.9335
49,731,0.9045
50,192,0.96875
50,240,0.96775
50,242,0.987
50,243,0.96975
50,248,0.96975
50,268,0.9815
50,365,0.98025
50,446,0.919
50,465,0.97825
50,468,0.98875
50,469,0.9115
50,498,0.941
50,536,0.9845
50,550,0.94425
50,554,0.91925
50,634,0.949
50,689,0.91275
50,700,0.90375
50,742,0.903
50,758,0.99875
50,760,0.9540000000000001
50,761,0.93575
50,789,0.9955
50,797,0.93575
50,972,0.98225
50,994,0.9955
50,999,0.93975
50,1025,0.9015
50,1045,0.91625
50,1049,0.968
50,1050,0.9885
50,1051,0.99275
52,27,0.966
52,759,0.9405
54,588,0.9685
54,589,0.91675
55,687,0.9045
55,923,0.925
57,335,0.97825
57,735,0.92625
57,858,0.96775
58,121,0.9645
58,122,0.936
58,640,0.915
60,107,0.98025
60,113,0.96
60,377,0.909
60,543,0.9665
60,623,0.9125
61,838,0.97875
61,850,0.9385
61,1070,0.9615
61,1082,0.9975
61,1083,0.9815
62,646,0.97775
62,684,0.98725
62,687,0.981
62,1010,0.908
63,230,0.93425
63,416,0.928
63,417,0.90925
63,505,0.919
63,770,0.98975
63,958,0.99375
65,332,0.943
65,333,0.93975
65,455,0.9555
65,533,0.95725
65,978,0.96875
65,980,0.9495
66,1087,0.958
68,599,0.93175
68,846,0.9455
68,907,0.92675
69,230,0.97275
69,416,0.91225
69,417,0.92825
69,1103,0.958
70,19,0.92375
70,146,0.971
70,275,0.97875
70,458,0.925
70,463,0.949
70,522,0.9245
70,956,0.9965
70,1067,0.95275
70,1069,0.9905
70,1084,0.96275
70,1085,0.91875
72,227,0.94875
72,303,0.9005000000000001
73,22,0.96775
73,1121,0.906
74,201,0.9915
74,614,0.989
74,863,0.975
74,864,0.98925
74,865,0.979
75,172,0.956
76,280,0.94925
76,419,0.95625
76,420,0.97725
76,860,0.947
76,861,0.97525
76,886,0.97
76,887,0.99125
76,889,0.9595
76,890,0.99325
76,1012,0.9345
77,684,0.98975
77,687,0.98425
79,622,0.9540000000000001
79,1031,0.9095
80,204,0.98875
80,559,0.91
81,81,0.91425
81,268,0.93825
81,269,0.9985
81,423,0.99125
81,424,0.98925
81,510,0.9745
81,512,0.94725
81,622,0.93475
81,658,0.9615
81,741,0.997
81,981,0.94775
82,753,0.9955
82,1116,0.9355
83,898,0.9905
85,539,0.90975
85,625,0.92925
85,897,0.92125
86,235,0.973
86,646,0.916
87,589,0.9525
87,922,0.95575
88,230,0.977
88,417,0.95225
88,879,0.957
89,82,0.92225
89,195,0.9025
89,251,0.99175
89,587,0.9095
89,999,0.9309999999999999
89,1020,0.91225
92,564,0.96875
93,1067,0.99775
93,1069,0.999
94,235,0.90575
94,931,0.97575
95,19,0.9895
95,20,0.983
95,369,0.91575
95,447,0.97875
95,481,0.96975
97,140,0.9485
97,143,0.956
97,270,0.96075
97,411,0.93075
97,806,0.96375
97,936,0.9645
97,1084,0.9295
100,258,0.9740000000000001
100,558,0.90925
100,798,0.956
100,799,0.9885
100,800,0.9655
100,1119,0.9765
101,268,0.90775
101,269,0.90825
101,498,0.9605
101,529,0.95675
101,540,0.96475
101,735,0.95
101,829,0.95725
103,683,0.9105
104,230,0.978
104,416,0.9255
104,444,0.9940000000000001
104,455,0.95675
104,505,0.94175
104,959,0.96575
105,28,0.941
105,138,0.9465
105,201,0.922
105,614,0.98925
105,863,0.949
105,864,0.965
105,900,0.90575
106,433,0.937
107,681,0.989
107,1043,0.93675
107,1044,0.94475
110,19,0.9185
110,128,0.9085
110,260,0.9795
110,324,0.93475
110,350,0.9215
110,359,0.9785
110,370,0.95925
110,410,0.93725
110,465,0.94025
110,469,0.94
110,508,0.9895
110,509,0.98775
110,536,0.97175
110,634,0.9115
110,638,0.948
110,745,0.92825
110,749,0.9575
110,750,0.9840000000000001
110,756,0.9865
110,761,0.94275
110,843,0.90825
110,892,0.95325
110,971,0.9045
110,1065,0.9715
110,1084,0.9425
110,1085,0.9005000000000001
111,67,0.9245
111,143,0.92825
111,194,0.983
111,285,0.9475
111,312,0.90325
111,443,0.98175
111,465,0.93
111,473,0.953
111,536,0.98175
111,547,0.96725
111,610,0.9925
111,634,0.98925
111,704,0.94425
111,705,0.9315
111,710,0.905
111,733,0.9465
111,767,0.925
111,806,0.91025
111,936,0.94875
111,1083,0.9085
111,1085,0.973
111,1089,0.94375
112,19,0.94275
112,389,0.98625
112,520,0.973
112,592,0.987
112,631,0.99725
113,376,0.90025
116,68,0.96325
116,434,0.92975
116,515,0.99825
116,581,0.9775
116,697,0.92125
116,794,0.96475
116,1121,0.94675
117,110,0.92625
117,1047,0.94275
118,540,0.9665
118,865,0.956
121,202,0.96025
121,908,0.9215
123,270,0.9515
123,351,0.90375
123,610,0.98575
123,613,0.96025
123,640,0.9440000000000001
123,721,0.94525
123,733,0.91475
123,1125,0.922
125,27,0.9525
125,354,0.91775
125,540,0.91025
126,377,0.90425
126,378,0.95825
126,623,0.959
128,315,0.90125
128,331,0.94725
128,516,0.98525
132,682,0.926
132,874,0.9215
132,905,0.98125
132,907,0.9215
135,230,0.91425
135,983,0.91875
137,425,0.969
140,614,0.99275
140,863,0.90625
140,864,0.9395
141,230,0.9085
141,271,0.99275
141,425,0.9815
141,426,0.94975
141,517,0.9365
141,518,0.93925
141,828,0.9025
144,540,0.973
144,563,0.991
144,846,0.94725
145,19,0.9855
145,20,0.97425
145,170,0.97275
145,183,0.91925
145,195,0.91625
145,230,0.95125
145,447,0.98975
145,481,0.9425
147,25,0.9875
147,107,0.9265
147,115,0.92325
147,329,0.99625
147,330,0.99525
147,331,0.98625
147,465,0.9135
147,499,0.9345
147,646,0.94175
147,1047,0.90875
149,57,0.90075
149,291,0.9235
149,510,0.941
149,540,0.971
149,829,0.95
150,84,0.9995
150,110,0.9329999999999999
150,115,0.94075
150,260,0.95275
150,323,0.93275
150,324,0.9620000000000001
150,508,0.9265
150,692,0.9965
150,942,0.9925
150,944,0.99975
150,945,0.9945
150,1020,0.91925
150,1047,0.97025
151,3,0.96275
151,892,0.9209999999999999
151,1005,0.9665
151,1006,0.95875
153,49,0.94075
153,117,0.9875
153,232,0.927
153,288,0.9835
153,406,0.9725
153,987,0.968
153,988,0.98275
153,989,0.95675
153,1082,0.97425
154,270,0.963
154,351,0.9685
154,377,0.90675
154,733,0.93225
154,907,0.9885
154,995,0.90525
155,1119,0.90525
157,800,0.95675
157,877,0.96275
158,35,0.91925
158,203,0.939
158,204,0.9505
158,374,0.9405
158,435,0.9945
159,268,0.904
159,331,0.9755
160,22,0.90925
160,107,0.977
160,584,0.98625
161,218,0.9155
161,226,0.95875
161,651,0.97425
161,983,0.98125
161,1020,0.99325
161,1031,0.995
161,1101,0.9275
162,75,0.9395
162,79,0.9495
162,733,0.9145
163,19,0.9785
163,20,0.907
163,447,0.9425
163,481,0.95275
163,850,0.9225
163,981,0.9625
163,1070,0.94225
163,1084,0.9640000000000001
163,1085,0.904
164,107,0.9620000000000001
164,612,0.97875
164,700,0.987
164,711,0.906
165,19,0.98725
165,20,0.9785
165,195,0.9135
165,447,0.97025
165,481,0.92
165,609,0.98275
165,1070,0.97925
166,276,0.90575
166,905,0.94525
166,907,0.926
166,995,0.9245
166,1084,0.92675
168,201,0.9195
168,590,0.9045
168,614,0.95625
168,638,0.97975
168,863,0.90875
169,29,0.936
169,374,0.9840000000000001
170,94,0.96825
170,246,0.949
170,280,0.9855
170,428,0.98875
170,484,0.988
170,485,0.99675
170,555,0.953
170,1012,0.94925
171,37,0.99475
171,425,0.995
171,426,0.99625
171,518,0.95925
171,828,0.96625
172,280,0.9995
172,281,0.9715
172,336,0.977
172,337,0.9995
172,419,0.99775
172,420,0.996
172,886,0.9740000000000001
172,887,0.99
172,889,0.9645
172,890,0.99
172,1012,0.98925
172,1087,0.98775
173,19,0.9465
173,23,0.99525
173,108,0.997
173,114,0.9315
173,132,0.9325
173,232,0.94175
173,234,0.90825
173,280,0.95875
173,281,0.9645
173,336,0.965
173,337,0.92525
173,419,0.99525
173,420,0.9965
173,447,0.93175
173,887,0.97675
173,890,0.96075
173,987,0.949
173,990,0.92225
173,1012,0.909
175,253,0.9535
175,331,0.95075
175,443,0.9195
175,801,0.949
176,540,0.991
177,274,0.9365
177,287,0.992
177,294,0.948
177,301,0.94375
177,522,0.9520000000000001
177,991,0.97875
180,230,0.9309999999999999
180,577,0.99925
180,702,0.92025
180,1081,1.0
181,111,0.92775
181,707,0.9425
183,195,0.91525
183,999,0.90125
183,1000,0.94375
183,1025,0.914
184,459,0.91475
184,1067,0.99425
184,1069,0.99125
185,195,0.97525
185,246,0.91525
185,251,0.967
185,484,0.92375
185,485,0.9740000000000001
185,555,0.98125
185,1012,0.9565
186,230,0.959
186,808,0.922
188,301,0.9825
188,442,0.96325
188,847,0.95175
189,210,0.95675
190,357,0.947
190,540,0.929
191,22,0.9375
191,107,0.9975
191,113,0.9345
193,360,0.98175
193,730,0.981
193,731,0.90975
193,732,0.9995
193,801,0.95825
193,907,0.9575
193,975,0.9805
194,540,0.97175
194,758,0.96975
194,972,0.90925
196,43,0.9995
196,44,0.947
196,45,0.98
196,396,0.94725
196,886,0.91
196,887,0.95975
196,889,0.9255
196,890,0.92625
198,280,0.9945
198,336,0.945
198,419,0.9905
198,420,0.9885
198,642,0.9075
198,886,0.94675
198,887,0.9645
198,889,0.96975
198,890,0.95025
198,1012,0.93825
198,1087,0.97975
199,138,0.95275
199,443,0.9840000000000001
199,864,0.90075
201,316,0.98325
201,900,0.9045
202,426,0.924
203,271,0.9835
203,931,0.98225
204,19,0.9825
204,20,0.903
204,447,0.9725
204,1038,0.9805
206,381,0.996
206,1116,0.93875
207,614,0.95725
207,863,0.97025
207,864,0.96725
208,19,0.9465
208,29,0.93025
208,48,0.94225
208,70,0.9415
208,132,0.96925
208,288,0.96275
208,336,0.9415
208,337,0.93175
208,349,0.9309999999999999
208,419,0.96525
208,420,0.98875
208,694,0.947
208,802,0.97725
208,803,0.98125
208,887,0.95925
208,889,0.91575
208,890,0.95525
209,52,0.90525
209,833,0.96925
210,481,0.987
210,1107,0.992
212,204,0.986
212,588,0.95925
213,753,0.99475
213,868,0.939
213,869,0.96875
214,270,0.9705
215,138,0.95875
215,303,0.96975
215,610,0.9329999999999999
215,613,0.90425
215,614,0.96375
215,846,0.948
215,863,0.9595
215,864,0.98725
215,1008,0.938
215,1078,0.9640000000000001
216,230,0.9835
216,332,0.936
216,333,0.92025
216,416,0.986
216,417,0.9315
216,455,0.98025
216,505,0.956
216,533,0.92425
216,879,0.9235
216,978,0.90025
216,980,0.96375
217,733,0.973
218,412,0.9640000000000001
218,854,0.91475
218,1062,0.9620000000000001
218,1116,0.992
219,203,0.905
219,235,0.9505
219,412,0.9455
219,1021,0.90775
219,1035,0.902
219,1062,0.928
220,292,0.9129999999999999
220,522,0.9865
220,956,0.97775
222,22,0.9835
222,201,0.91525
222,412,0.95975
222,562,0.95425
222,563,0.97275
222,564,0.949
223,230,0.93525
223,275,0.95975
223,302,0.93075
223,303,0.92975
223,540,0.9725
223,577,0.99875
223,616,0.94225
223,702,0.9640000000000001
223,742,0.93425
223,925,0.96275
223,1008,0.90275
223,1081,1.0
224,377,0.94725
224,613,0.926
224,821,0.90675
224,863,0.93025
224,864,0.92375
225,107,0.97075
225,907,0.97825
225,1118,0.93875
227,19,0.95275
227,447,0.96775
228,299,0.90875
228,595,0.92225
229,823,0.94775
230,22,0.9075
230,323,0.9055
231,230,0.9905
231,332,0.99825
231,333,0.9925
231,416,0.99275
231,418,0.9415
231,455,0.99025
231,505,0.96425
231,528,0.92225
231,529,0.9155
231,742,0.90775
231,855,0.93975
231,979,0.98775
231,980,0.97425
231,992,0.997
231,1071,0.9065
232,254,0.97975
232,383,0.98925
232,846,0.98425
232,922,0.9545
233,76,0.90025
233,240,0.94425
233,351,0.937
233,640,0.9275
233,733,0.927
234,118,0.99775
234,360,0.9435
234,625,0.91025
234,731,0.925
235,30,0.92775
235,135,0.967
235,341,0.98075
235,536,0.93275
235,758,0.99575
236,201,0.9105
236,405,0.98075
236,450,0.9415
236,613,0.922
236,614,0.93725
236,769,0.9485
236,863,0.93175
236,864,0.98775
236,865,0.99325
237,769,0.9655
237,863,0.9205
237,864,0.9565
237,865,0.9640000000000001
238,316,0.99875
238,317,0.973
238,589,0.9725
238,1109,0.98325
239,64,0.958
239,186,0.98325
239,310,0.97025
239,455,0.976
240,107,0.98125
240,903,0.92375
241,62,0.905
241,316,0.997
241,317,0.9755
241,589,0.929
242,3,0.99325
242,677,0.95775
243,374,0.91675
243,783,0.91225
243,1007,0.94725
246,315,0.91225
246,751,0.9855
246,805,0.909
246,959,0.95225
247,412,0.9355
247,733,0.95075
249,133,0.97425
249,135,0.9420000000000001
249,217,0.97325
249,677,0.95525
249,684,0.967
250,176,0.99125
251,19,0.912
251,389,0.918
251,707,0.9965
252,201,0.983
252,388,0.9035
252,614,0.9545
252,863,0.93075
252,864,0.98425
252,865,0.99475
253,22,0.95825
253,538,0.97225
253,1067,0.995
253,1069,0.999
254,3,0.96175
254,405,0.90675
254,508,0.9095
254,509,0.9465
254,851,0.97275
256,74,0.97525
256,230,0.93225
256,808,0.9435
257,293,0.90625
257,598,0.973
257,1070,0.9309999999999999
258,588,0.9865
260,19,0.91475
260,29,0.9335
260,359,0.9395
260,367,0.92125
260,406,0.94775
260,420,0.97375
260,454,0.9785
260,469,0.9145
260,504,0.935
260,536,0.97975
260,634,0.9185
260,690,0.9715
260,742,0.9329999999999999
260,743,0.9165
260,750,0.924
260,752,0.94725
260,843,0.98
260,861,0.95825
260,881,0.957
260,886,0.9835
260,887,0.95125
260,889,0.98425
260,890,0.98325
260,904,0.965
260,942,0.97275
260,943,0.99725
260,945,0.941
260,951,0.9685
260,965,0.97825
260,971,0.9355
260,1005,0.92475
260,1046,0.98225
260,1090,0.9425
261,22,0.948
261,375,0.96925
261,439,0.93375
261,923,0.92875
262,22,0.90925
262,107,0.9475
262,147,0.9425
262,535,0.9520000000000001
263,936,0.90775
265,254,0.985
265,624,0.995
265,771,0.9595
265,846,0.92725
266,121,0.92025
266,167,0.95325
266,359,0.92525
266,375,0.92225
266,614,0.94075
266,749,0.997
267,204,0.91425
267,230,0.9440000000000001
269,422,0.965
269,612,0.9885
270,614,0.96525
271,27,0.9965
271,671,0.98125
272,3,0.99125
272,109,0.90175
272,259,0.968
272,350,0.95025
272,508,0.9345
272,509,0.93625
273,22,0.97
273,107,0.96325
274,195,0.97475
275,210,0.99275
275,513,0.98125
276,922,0.9605
277,210,0.963
277,513,0.96475
277,849,0.9745
279,612,0.956
280,41,0.98225
280,258,0.91875
280,391,0.90925
280,597,0.94125
280,598,0.951
280,813,0.9355
281,931,0.9955
283,185,0.9055
283,702,0.9965
283,795,0.90975
283,796,0.93425
288,169,0.976
288,253,0.95675
288,275,0.9035
288,452,0.94
288,463,0.9825
288,858,0.92325
288,877,0.90175
288,878,0.91175
288,903,0.95475
288,1084,0.991
288,1085,0.9885
288,1089,0.91425
289,299,0.9740000000000001
289,858,0.958
289,863,0.946
289,864,0.9735
289,865,0.97525
290,169,0.963
290,806,0.918
290,1084,0.97725
290,1085,0.94225
292,445,0.9265
292,651,0.97
292,1020,0.9105
292,1031,0.93925
292,1088,0.983
293,19,0.94025
293,81,0.97425
293,82,0.9025
293,383,0.907
293,465,0.93525
293,510,0.99325
293,512,0.93775
293,536,0.94025
293,610,0.924
293,646,0.91075
293,1085,0.91
293,1089,0.914
296,146,0.9620000000000001
296,169,0.90625
296,255,0.9225
296,268,0.94
296,269,0.963
296,275,0.9420000000000001
296,289,0.9845
296,302,0.93775
296,303,0.912
296,365,0.93675
296,403,0.922
296,423,0.94575
296,424,0.967
296,443,0.93675
296,446,0.91675
296,452,0.97025
296,463,0.9905
296,465,0.96
296,467,0.93925
296,504,0.9525
296,510,0.99925
296,536,0.98325
296,634,0.9835
296,658,0.9440000000000001
296,714,0.977
296,715,0.959
296,741,0.967
296,742,0.9435
296,758,0.93625
296,760,0.943
296,830,0.96075
296,972,0.982
296,981,0.9795
296,982,0.93475
296,1008,0.90675
296,1009,0.977
296,1051,0.95
296,1084,0.9725
296,1085,0.9775
299,190,0.98875
299,425,0.9555
299,518,0.9540000000000001
299,908,0.949
300,627,0.90425
301,495,0.91425
302,190,0.91925
302,259,0.927
302,405,0.98175
302,411,0.9520000000000001
302,508,0.9329999999999999
302,509,0.96425
302,774,0.91675
303,481,0.99225
303,931,0.94775
303,1107,0.996
305,381,0.98
306,270,0.93875
306,351,0.98475
306,402,0.957
306,443,0.9785
306,610,0.94425
306,639,0.975
306,641,0.91825
306,845,0.93825
306,846,0.9305
306,1046,0.961
306,1091,0.91075
307,270,0.9655
307,351,0.98775
307,402,0.9155
307,601,0.9065
307,610,0.9295
307,639,0.955
307,640,0.93875
307,641,0.94475
307,845,0.9705
307,937,0.92375
308,270,0.9375
308,351,0.95775
308,640,0.9215
308,794,0.9645
308,846,0.928
308,1046,0.92175
310,27,0.97875
313,63,0.945
313,64,0.98475
313,186,0.92025
313,310,0.929
313,613,0.972
314,562,0.9855
314,563,0.996
314,564,0.9755
314,690,0.92575
314,972,0.914
315,19,0.9235
315,369,0.92025
316,19,0.9155
316,43,0.96025
316,45,0.93825
316,71,0.973
316,346,0.98775
316,396,0.95175
316,690,0.9635
316,886,0.9905
316,887,0.991
316,889,0.99025
316,890,0.9875
316,942,0.95925
316,943,0.9605
316,945,0.9815
316,951,0.929
316,1018,0.985
317,204,0.97975
317,210,0.999
317,513,0.998
318,113,0.9215
318,238,0.9025
318,323,0.90625
318,324,0.949
318,364,0.92725
318,365,0.9695
318,366,0.9109999999999999
318,387,0.90525
318,412,0.94425
318,445,0.93025
318,446,0.95375
318,465,0.9605
318,468,0.9495
318,469,0.93725
318,536,0.98425
318,549,0.9325
318,554,0.9085
318,634,0.9735
318,691,0.95525
318,750,0.92775
318,756,0.98075
318,758,0.946
318,789,0.9175
318,806,0.9775
318,813,0.97225
318,814,0.953
318,844,0.96
318,972,0.94575
318,1035,0.9435
318,1051,0.9185
318,1062,0.9165
319,282,0.91225
319,285,0.9129999999999999
319,289,0.98825
319,472,0.978
319,981,0.91375
319,1051,0.9375
320,57,0.929
320,140,0.92625
320,712,0.95825
321,412,0.971
321,425,0.9835
321,426,0.992
321,518,0.989
321,828,0.91125
321,846,0.908
322,170,0.92825
324,384,0.9675
324,425,0.98875
324,426,0.9945
324,518,0.9520000000000001
325,230,0.912
326,205,0.97525
326,237,0.95625
326,402,0.9575
326,851,0.9825
326,1037,0.91075
327,23,0.9840000000000001
327,108,0.99625
327,688,0.92075
328,294,0.97325
328,458,0.914
328,522,0.9465
328,956,0.94025
329,396,0.9265
329,406,0.96625
329,887,0.932
329,889,0.94025
329,890,0.9195
329,904,0.9405
329,942,0.98125
329,943,0.96375
329,964,0.97375
330,522,0.92825
332,849,0.98075
333,230,0.982
333,333,0.9645
333,416,0.98875
333,455,0.967
333,505,0.96475
333,830,0.90175
333,855,0.96925
333,879,0.9255
333,1071,0.93225
334,270,0.93475
335,498,0.922
335,700,0.918
335,981,0.92075
336,1079,0.90425
336,1080,0.9295
337,138,0.93775
337,306,0.97525
337,335,0.966
337,375,0.938
337,465,0.94075
337,758,0.9295
337,931,0.97925
338,280,0.97325
338,288,0.96125
338,420,0.98075
338,1012,0.95975
338,1087,0.99
339,201,0.99375
339,387,0.94325
339,388,0.96025
339,439,0.96675
339,450,0.951
339,614,0.9515
339,863,0.93525
339,864,0.996
339,865,0.9975
339,1003,0.969
340,172,0.95775
342,138,0.93425
342,1062,0.90625
343,107,0.945
343,176,0.97375
344,230,0.9865
344,300,0.98775
344,332,0.9885
344,333,0.9785
344,416,0.97625
344,418,0.9075
344,455,0.99425
344,505,0.96475
344,919,0.94475
344,920,0.99375
344,1071,0.9345
345,87,0.92875
345,271,0.9895
345,425,0.9375
345,517,0.92675
345,828,0.94525
345,855,0.95075
345,1041,0.9965
346,119,0.9845
346,687,0.976
346,862,0.9855
347,118,0.99675
347,360,0.94625
347,731,0.955
347,733,0.9715
347,771,0.91475
347,846,0.95625
347,907,0.94225
347,1095,0.9115
348,759,0.959
349,19,0.97725
349,82,0.91625
349,107,0.96575
349,251,0.9840000000000001
349,447,0.92525
349,646,0.96725
349,961,0.9640000000000001
349,1020,0.9665
349,1031,1.0
349,1119,0.94875
350,107,0.95525
350,597,0.98025
350,598,0.989
350,1031,0.93825
351,556,0.997
351,833,0.96625
352,335,0.935
353,23,0.991
353,94,0.9365
353,108,0.97575
353,275,0.9015
353,285,0.96375
353,287,0.9795
353,288,0.999
353,459,0.99475
353,460,0.90025
353,710,0.94625
353,850,0.9435
353,982,0.918
353,1070,0.9805
353,1082,0.986
353,1084,0.9315
353,1085,0.9445
354,106,0.98925
354,133,0.92575
354,959,0.943
355,186,0.99275
356,138,0.90625
356,260,0.90575
356,299,0.97625
356,306,0.94825
356,324,0.909
356,387,0.92425
356,445,0.9035
356,446,0.9385
356,452,0.90975
356,465,0.94875
356,497,0.94075
356,519,0.91725
356,536,0.97175
356,549,0.93575
356,600,0.972
356,691,0.919
356,745,0.9495
356,746,0.9625
356,750,0.9625
356,751,0.982
356,752,0.99975
356,754,1.0
356,756,0.991
356,761,0.96125
356,900,0.94725
356,972,0.912
356,1035,0.96775
356,1065,0.9525
357,165,0.92275
357,201,0.94925
357,846,0.96975
357,864,0.93175
357,865,0.9565
358,227,0.95125
358,967,0.945
361,387,0.9640000000000001
361,388,0.96375
361,864,0.94375
361,865,0.966
362,29,0.9305
362,62,0.98075
362,584,0.99275
363,315,0.94075
363,434,0.9385
363,697,0.92725
364,62,0.95725
364,63,0.97575
364,64,0.98625
364,186,0.9675
364,203,0.971
364,204,0.95525
364,309,0.9115
364,310,0.99325
364,588,0.967
364,589,0.978
364,604,0.97175
